fraudulent_name,real_name,label,max_similarity,predicted_label,error_type
lottare,le,0,0.9296811,1,false_positive
ⲣ𝔯i𝕞a𝔯io,primario,1,0.9032866,0,false_negative
d℮m૦𝓷𝙞,demoni,1,0.92355764,0,false_negative
˛𝜛t𝗲𝓇𝚗𝛼,interna,1,0.9116554,0,false_negative
d𝒆ⅽι𝖘ℹ٥𝝿i,decisioni,1,0.91456634,0,false_negative
𝛂ｓ𝗌⍳,assi,1,0.91200966,0,false_negative
razionalità,attentamente,0,0.92964095,1,false_positive
indifferenza,infezione,0,0.947606,1,false_positive
ƽucc𝐞ssive,successive,1,0.9181938,0,false_negative
girando,veleno,0,0.94099396,1,false_positive
orientamenti,estremità,0,0.94095945,1,false_positive
vͺs੦,viso,1,0.9119488,0,false_negative
ᴦɩ𝛠oᴦ𝒕⍺𝛕ｅ,riportate,1,0.9107832,0,false_negative
ⲣℴsiti𝐯Ꭵ,positivi,1,0.91721463,0,false_negative
ꓲi𝖘𝔱a,lista,1,0.90446264,0,false_negative
ɑ𝓃𝛂l٥g˛𝘢,analogia,1,0.89719844,0,false_negative
𝖘𝝸𝛑ƍ𝝈𝛪ο,singolo,1,0.8759102,0,false_negative
𝙧Ꭵ𝙨𝝊𝐈𝚝aν𝐚,risultava,1,0.9224653,0,false_negative
piatti,tua,0,0.92490894,1,false_positive
partecipato,sapevano,0,0.9302853,1,false_positive
ꜱ𝜐d,sud,1,0.8998956,0,false_negative
ᴛ𝚎𝗰𝚗οߊ𝜊𝘨ⅈс𝑎,tecnologica,1,0.920436,0,false_negative
ᶃuardɩ𝛼,guardia,1,0.9222933,0,false_negative
paradosso,qualora,0,0.9255616,1,false_positive
marciapiede,bottiglia,0,0.92406493,1,false_positive
ᴄဝ𝝞tᴑ,colto,1,0.9207759,0,false_negative
ᴄ൦m𝓅e𝑡ℹz𝝸𝑜ϖe,competizione,1,0.92055625,0,false_negative
𝙥𝘦𝑟𝔰०𝝕a𝙸𝘪,personali,1,0.91005665,0,false_negative
rompere,rendere,0,0.9434068,1,false_positive
∨𝛼𝓵e,vale,1,0.89988714,0,false_negative
⍺n𝕥i,anti,1,0.916134,0,false_negative
c𝞂𝜋𝚏e𝑟𝒆пz𝓪,conferenza,1,0.9057479,0,false_negative
ဝrᶃaռ𝕚с𝓪,organica,1,0.8769523,0,false_negative
𝓈𝒄𝗈Ｉａ𝑠tᎥсa,scolastica,1,0.91662085,0,false_negative
remoto,disegnare,0,0.9292663,1,false_positive
spiegazioni,ordinanza,0,0.92425835,1,false_positive
𝙘𝖔пᴄⲅетｅ,concrete,1,0.92300814,0,false_negative
sovente,suonava,0,0.9296771,1,false_positive
ᴏ𝘱𝐞гａ˛𝝄,operaio,1,0.9181618,0,false_negative
ԁ𝘶r𝖺𝙣𝐭e,durante,1,0.9105375,0,false_negative
colpisce,pellicola,0,0.9342725,1,false_positive
𝑠oᴦ𝝆𝔯℮𝝕ԁ𝐞𝞏𝚝ｅ,sorprendente,1,0.91883063,0,false_negative
𝓬𝛼m𝑒r𝜶,camera,1,0.9222235,0,false_negative
maschera,granché,0,0.9345698,1,false_positive
𝗽𝔯𝒆⍴⍺𝔯⍺n𝒅ο,preparando,1,0.9198732,0,false_negative
inԁiani,indiani,1,0.91499317,0,false_negative
𝝉a𝛡𝜏ංmeℼo,tantomeno,1,0.9212774,0,false_negative
frequenti,spiriti,0,0.9267248,1,false_positive
mℴ𝛑ԁ౦,mondo,1,0.9012383,0,false_negative
termine,fenomeni,0,0.93410546,1,false_positive
𝐚rn𝒃𝙞en𝞽ı,ambienti,1,0.91461647,0,false_negative
raccoglie,diagnosi,0,0.92435527,1,false_positive
cס𝛑𝗳e𝔯℮𝝅𝖟℮,conferenze,1,0.89421403,0,false_negative
ꜱⅇᶃц𝙚,segue,1,0.91902494,0,false_negative
ӏ𝞏𝐭𝑟o𝐝ʋcⅇ,introduce,1,0.91573226,0,false_negative
αһ,ah,1,0.84949946,0,false_negative
rͺ𝐭u𝖺Ιi,rituali,1,0.9129556,0,false_negative
natale,nate,0,0.9300559,1,false_positive
farne,fratello,0,0.9355421,1,false_positive
𝙗ℯ𝒍𝘐ⅇ,belle,1,0.8561566,0,false_negative
𝑒𝚌σ𝞏𝛐𝓶ℹɑ,economia,1,0.9223253,0,false_negative
𝗮π𝐝𝔞𝗍α,andata,1,0.91361284,0,false_negative
regolamentazione,rappresentano,0,0.9395475,1,false_positive
ԁis𝗰uƽ𝓼𝝾,discusso,1,0.90809417,0,false_negative
𝞲𝞹ℊ𝞘𝕖𝚜𝓮,inglese,1,0.9218448,0,false_negative
là,inglese,0,0.9427749,1,false_positive
r𝑒ߊɩｇι၀ᴨⅈ,religioni,1,0.91201156,0,false_negative
𝞀𝛂ꜱ𝕤𝒊௦ռi,passioni,1,0.9083445,0,false_negative
tipi,trascinare,0,0.9251546,1,false_positive
ߊ𝐞σnｅ,leone,1,0.8049951,0,false_negative
ſ˛𝜋𝕘𝘦𝖓ԁ𝞸,fingendo,1,0.8967805,0,false_negative
ѕ𝙪𝐈𝗜𝓸,sullo,1,0.8831861,0,false_negative
ｖ𝞲𝝉𝛕Ꭵ𝗺𝘦,vittime,1,0.9116984,0,false_negative
𝗺𝙖𝗴l˛𝓮𝒕𝘵𝗮,maglietta,1,0.91184425,0,false_negative
ritenersi,avvicinarsi,0,0.93144655,1,false_positive
ѕu,su,1,0.910562,0,false_negative
rivelare,certezza,0,0.9243399,1,false_positive
𝞎oℐ𝒍𝐢c𝖾,pollice,1,0.91620874,0,false_negative
𝞺𝑟𝗼d𝒖ttori,produttori,1,0.91199744,0,false_negative
ǀ𝗶𝗆𝜄τ𝕒𝜏𝒆,limitate,1,0.91709876,0,false_negative
𝒔൦п,son,1,0.9080325,0,false_negative
ϱo𝕖𝑠ͺa,poesia,1,0.918081,0,false_negative
tremante,fermato,0,0.9414174,1,false_positive
colpi,asilo,0,0.9343094,1,false_positive
vernice,prezzemolo,0,0.9301795,1,false_positive
però,acido,0,0.92866987,1,false_positive
motivazione,produttore,0,0.9279419,1,false_positive
potranno,ognuno,0,0.92844164,1,false_positive
𝕒𝐫cһ𝝸vi၀,archivio,1,0.92135537,0,false_negative
ｃol𝞂𝙧⍺𝝉e,colorate,1,0.9237526,0,false_negative
υ𝓃ℹ𝗍𝐞,unite,1,0.91486573,0,false_negative
𝑠𝘤ι૦𝛒𝒆ⲅ𝗼,sciopero,1,0.89739454,0,false_negative
𝔬𝖗ien𝜏𝝰ꓲ𝘪,orientali,1,0.90851504,0,false_negative
𝛊nԁⅈvᎥ𝓭𝞾alℯ,individuale,1,0.8909143,0,false_negative
schema,specialmente,0,0.94257116,1,false_positive
ce𝞏tⲅ𝞪𝔩𝖾,centrale,1,0.9193987,0,false_negative
continuò,sottostante,0,0.93219054,1,false_positive
cattiva,fitta,0,0.93666,1,false_positive
ſ𝐢l𝔞,fila,1,0.92317516,0,false_negative
𝖇г𝞾𝙣૦,bruno,1,0.91203046,0,false_negative
𝟙⍺vo𝑟𝐚𝐳i𝝈𝞏𝖾,lavorazione,1,0.90599227,0,false_negative
ｐ๐𝕣𝒕𝒆,porte,1,0.9218502,0,false_negative
spaventoso,sollevato,0,0.94456875,1,false_positive
simboli,tenga,0,0.9262322,1,false_positive
⋁e𝝉𝗍𝜐ra,vettura,1,0.9238164,0,false_negative
𝞎𝔯೦ϱ𝛼𝕘𝞪𝝅𝐝𝗮,propaganda,1,0.91104746,0,false_negative
paragone,propaganda,0,0.94864124,1,false_positive
ⲥoп𝖙inu𝜶𝗿०n๐,continuarono,1,0.91841376,0,false_negative
ϖˊ,n',1,0.9115564,0,false_negative
т𝜶vⲟl⍳nⲟ,tavolino,1,0.9202778,0,false_negative
Ӏi𝖒i𝒕ɑ𝓉𝔦,limitati,1,0.9095677,0,false_negative
⍺𝐫𝘪a,aria,1,0.9101887,0,false_negative
risarcitoria,rinvia,0,0.92710465,1,false_positive
ѕϲ⍺rpℯ,scarpe,1,0.9098172,0,false_negative
eravamo,argomento,0,0.92923856,1,false_positive
𝑎sｃ𝛔𝖨𝖙α𝘳℮,ascoltare,1,0.9020649,0,false_negative
patrimoniali,incompatibile,0,0.92999417,1,false_positive
ⲟpеr𝜶𝘇ι०ռ𝚒,operazioni,1,0.91127926,0,false_negative
miglioramento,ringrazio,0,0.92726344,1,false_positive
locali,isola,0,0.9348376,1,false_positive
𝞶𝞼ℑ𝘂m𝗲,volume,1,0.9215658,0,false_negative
𝚏oｇ𝕀i,fogli,1,0.9004241,0,false_negative
ԁⅰ𝞶eϖ𝝉𝒶𝐧𝝈,diventano,1,0.89174616,0,false_negative
ⲅιc𝝄г𝙧𝖾,ricorre,1,0.9234482,0,false_negative
𝘴i𝝅ᶃ౦𝕀ℯ,singole,1,0.9125123,0,false_negative
⋁𝖾rց𝞲ռ𝓮,vergine,1,0.8990854,0,false_negative
attaccamento,spagnoli,0,0.9333795,1,false_positive
𝙄𝕦𝒔𝓈٥,lusso,1,0.85316753,0,false_negative
𝔢𝗌𝕚ߊɪօ,esilio,1,0.9104568,0,false_negative
𝓘aⅿ𝞪,lama,1,0.86365855,0,false_negative
ⲣ𝕠Іߊ𝜎,pollo,1,0.86175936,0,false_negative
𝙸𝕖𝐠ℹ𝗌𝟣⍺𝞃𝞲𝖛o,legislativo,1,0.8871446,0,false_negative
persone,seguente,0,0.9347214,1,false_positive
ciν𝗂ߊⅰ,civili,1,0.92251396,0,false_negative
𝜄𝑛𝒹𝙞𝘷𝓲ᑯ𝚞⍺Iͺ,individuali,1,0.91958237,0,false_negative
grigia,rivelò,0,0.92722607,1,false_positive
𝗉ɪ𝐜ⲥ𝒐𝕝℮,piccole,1,0.9037905,0,false_negative
𝝄𝙧𝘨𝗮ℼ𝒊𝖟ᴢа𝗓𝚤օ𝜛𝙚,organizzazione,1,0.91291445,0,false_negative
𝓅aп𝛡𝖆,panna,1,0.9120947,0,false_negative
𝐼ⅇɡ𝚊,lega,1,0.85605025,0,false_negative
𝙢ｅ𝛡𝚝a𝘭𝒎ｅᴨτ𝐞,mentalmente,1,0.9237154,0,false_negative
copertina,gialli,0,0.9397934,1,false_positive
𝐠𝚒ס𝞶ａ𝞏˛𝖑е,giovanile,1,0.90394163,0,false_negative
𝗉iɑ𝔫օ,piano,1,0.9184612,0,false_negative
𝔞с𝖼סrт𝞸,accorto,1,0.9148444,0,false_negative
ӏ𝐦𝝆𝒓𝔢ƽa,impresa,1,0.9209508,0,false_negative
sacrifici,finisce,0,0.94034576,1,false_positive
𝖿ဝ𝘳𝗺𝘢𝐼i,formali,1,0.9206155,0,false_negative
𝑑i𝗌p૦ng௦nσ,dispongono,1,0.92131245,0,false_negative
motore,conduzione,0,0.9421209,1,false_positive
tassazione,estrarre,0,0.9246039,1,false_positive
ɑ𝑟tℹ𝗰𝖔Ӏ𝕚,articoli,1,0.9028552,0,false_negative
giochi,articoli,0,0.9398664,1,false_positive
𝚌a𝘳𝐚t𝙩𝚎гӏzz𝚊тe,caratterizzate,1,0.9169974,0,false_negative
coscienza,collo,0,0.9298339,1,false_positive
compleanno,disciplina,0,0.92725694,1,false_positive
⍺ρ𝒓𝖊,apre,1,0.91033494,0,false_negative
ⲥ𝖊𝓇i𝕞σ𝜋ɪ𝒆,cerimonie,1,0.9209981,0,false_negative
ƽ𝝸ƍaгｅt𝑡e,sigarette,1,0.91923535,0,false_negative
facciata,aliquota,0,0.93609214,1,false_positive
ᖯ⍺𝑙𝖎𝐚,balia,1,0.91817814,0,false_negative
𝗌ec𝔬πꓒι,secondi,1,0.9166578,0,false_negative
vogliamo,secondi,0,0.9247637,1,false_positive
ricchezza,immersa,0,0.94227386,1,false_positive
dottor,orizzonte,0,0.9330445,1,false_positive
𝓶ℯԁⅈ𝚎𝑣𝝰𝟏𝖾,medievale,1,0.9112675,0,false_negative
ſ𝚊с𝔢n𝚍੦𝙸𝗮,facendola,1,0.9151978,0,false_negative
α𝙢𝜶,ama,1,0.9102324,0,false_negative
biglietto,frequentato,0,0.9394286,1,false_positive
𝓬𝛼rᴛ𝐞,carte,1,0.9214035,0,false_negative
estremità,lenti,0,0.9367103,1,false_positive
superiori,microfono,0,0.928199,1,false_positive
ve𝚛ꜱant𝑒,versante,1,0.9104032,0,false_negative
𝖘ecಂnd𝒶r𝖎o,secondario,1,0.91775507,0,false_negative
ſemmｉпⅇ,femmine,1,0.9190022,0,false_negative
ԁeℼunc𝓲a,denuncia,1,0.9171906,0,false_negative
parto,priorità,0,0.9310968,1,false_positive
𝖨ｉЬer𝘢𝙧𝒆,liberare,1,0.9158699,0,false_negative
radio,registro,0,0.93432975,1,false_positive
rispondeva,motivi,0,0.9245975,1,false_positive
𝛒٥n𝔤𝝄ℼⲟ,pongono,1,0.88747257,0,false_negative
𝔯oᴄ𝜅,rock,1,0.92314595,0,false_negative
𝞏೦𝑚ɪ𝛑𝛂𝓽໐,nominato,1,0.911979,0,false_negative
salutare,sacchetto,0,0.93292975,1,false_positive
𝚤𝓘l𝓾𝙨i၀ռ𝜄,illusioni,1,0.9151132,0,false_negative
peggiore,supporto,0,0.94263923,1,false_positive
𝚍𝞸ｃcⅰa,doccia,1,0.9120662,0,false_negative
materna,domandare,0,0.9272042,1,false_positive
c𝕠𝝅ⲥ𝔢ttι,concetti,1,0.91099054,0,false_negative
soggiorno,esterno,0,0.94304705,1,false_positive
conferenze,comincio,0,0.9349677,1,false_positive
𝛊𝗇f໐𝓻m𝛂𝝉ͺvͺ,informativi,1,0.90701354,0,false_negative
∨𝖾𝙨𝝉i𝝉𝑜,vestito,1,0.910638,0,false_negative
𝗜𝛼𝙜ɡiù,laggiù,1,0.88196,0,false_negative
scura,atteso,0,0.93153,1,false_positive
ս𝐫b𝔞𝞏੦,urbano,1,0.90718514,0,false_negative
𝕟a𝓽u𝗿𝙖𝟙𝕚,naturali,1,0.9223442,0,false_negative
formula,parentesi,0,0.9459442,1,false_positive
𝕴𝓊𝘤𝞲𝒹𝗮,lucida,1,0.90101624,0,false_negative
𝓻𝚘Ьס𝖙,robot,1,0.92214894,0,false_negative
𝘣𝘦lℑͺꜱ𝓼ιmа,bellissima,1,0.9066704,0,false_negative
architetti,definisce,0,0.92846894,1,false_positive
nipoti,impeto,0,0.93262815,1,false_positive
𝓼ɑ𝓁ѕa,salsa,1,0.9202557,0,false_negative
𝖌u𝛼𝕣𝚍𝕒ⲅ𝗆𝗶,guardarmi,1,0.920749,0,false_negative
𝕒ℑ,al,1,0.90542245,0,false_negative
dovrei,rivolti,0,0.9268181,1,false_positive
cintura,ecco,0,0.92835397,1,false_positive
𝙜elӏꓒa,gelida,1,0.9196677,0,false_negative
𝛼𝔯re𝐬tare,arrestare,1,0.92327505,0,false_negative
𝜌𝗼𝞽𝖊𝔫ᴢ𝒂,potenza,1,0.9139532,0,false_negative
b𝜐٥ℼo,buono,1,0.90959364,0,false_negative
imporre,passaporto,0,0.9256646,1,false_positive
ԁｅb𝗶t𝜎,debito,1,0.9053395,0,false_negative
culo,cameriere,0,0.92418164,1,false_positive
pericolosità,articolazione,0,0.94206786,1,false_positive
𝕤g𝝊𝞪ᴦԁo,sguardo,1,0.92224526,0,false_negative
potremo,ripreso,0,0.9262988,1,false_positive
𝖘iᴄ𝞾𝔯a,sicura,1,0.92324346,0,false_negative
𝖼𝑎𝛡ᴢᴏ𝕟𝒾,canzoni,1,0.91177404,0,false_negative
𝑏౦cⅽa,bocca,1,0.91207767,0,false_negative
procedure,previsione,0,0.93357605,1,false_positive
Ꮟ𝖺ƍa𝕘li,bagagli,1,0.92068416,0,false_negative
⍺𝙗it𝞂,abito,1,0.90328765,0,false_negative
⍺cզ𝙪ist𝚊𝓽𝝾,acquistato,1,0.9197506,0,false_negative
singolare,ordinare,0,0.931898,1,false_positive
ϲ𝖆𝑟i,cari,1,0.90217537,0,false_negative
𝐼ℯ𝕚,lei,1,0.8495637,0,false_negative
cгeden𝚣𝙚,credenze,1,0.9185177,0,false_negative
𝚍ａ￨ߊ०,dallo,1,0.8460132,0,false_negative
Ьｉ𝒂𝜋с𝗵𝑖,bianchi,1,0.8918863,0,false_negative
𝚜ϲ೦𝓷𝝉rං,scontro,1,0.9194936,0,false_negative
𝘢me𝖗ι𝗰𝚊ᴨo,americano,1,0.91615796,0,false_negative
ⲥ𝓪𝓃𝞃𝚘,canto,1,0.9168948,0,false_negative
quod,sole,0,0.9317292,1,false_positive
𝜚e𝚛𝐬૦𝐧a𝘐𝕖,personale,1,0.8925668,0,false_negative
𝜚𝜊𝕤𝓼ӏ𝖻𝗂ߊ𝒾,possibili,1,0.91619194,0,false_negative
coperte,torace,0,0.9303864,1,false_positive
dèi,esterna,0,0.9366324,1,false_positive
spostamento,firmato,0,0.9259663,1,false_positive
c૦or𝕕ina𝞽e,coordinate,1,0.9070484,0,false_negative
𝐫iv𝘦ߊa,rivela,1,0.920686,0,false_negative
аbb˛𝙜li𝜶rnentס,abbigliamento,1,0.90738297,0,false_negative
𝘤iᴦⲥ𝛐ռd𝜶,circonda,1,0.91412354,0,false_negative
ѕ𝓊𝒸cе𝘴𝔰o,successo,1,0.9088313,0,false_negative
condizionato,remoto,0,0.93976724,1,false_positive
annunciò,tracciare,0,0.9378772,1,false_positive
femmine,ennesima,0,0.9242285,1,false_positive
𝒈a𝗋a𝝅zia,garanzia,1,0.90938795,0,false_negative
𝖆𝙢𝗲riⲥa𝛑a,americana,1,0.9179029,0,false_negative
𝙘𝞂𝐦𝓹𝗈s𝐭౦,composto,1,0.9189909,0,false_negative
conclusioni,raggiunsero,0,0.9385463,1,false_positive
𝕧𝛼𝙡ͺ𝚐𝐢𝘦,valigie,1,0.91549885,0,false_negative
𝜶𝜋ꓒ𝕒𝒓с𝕚,andarci,1,0.9095015,0,false_negative
illustrato,sanitario,0,0.9313415,1,false_positive
frattura,valorizzare,0,0.92687225,1,false_positive
insegna,palestra,0,0.9291409,1,false_positive
⍴⍺𝗋℮𝚟α,pareva,1,0.8990406,0,false_negative
nominale,razionalità,0,0.9291096,1,false_positive
sᴄӏ𝖺,scia,1,0.91842985,0,false_negative
𝕀e⍺𝗱𝖊𝗿,leader,1,0.8362354,0,false_negative
𝙸e𝛕𝓽𝚤,letti,1,0.8912779,0,false_negative
с𝛂b𝜾ℼ𝖆,cabina,1,0.8835181,0,false_negative
Ꭵ𝔩l𝔲sione,illusione,1,0.92092824,0,false_negative
potessi,potresti,0,0.9659517,1,false_positive
scheda,santo,0,0.9250211,1,false_positive
ƽ𝕒ߊ𝕧ℴ,salvo,1,0.86059487,0,false_negative
𝒹e𝖼𝛊sione,decisione,1,0.92252356,0,false_negative
ι𝓼𝛕𝛂𝜋τ𝙚,istante,1,0.9199462,0,false_negative
citazioni,regolamentare,0,0.9357628,1,false_positive
𝗺a𝐼,mal,1,0.88556457,0,false_negative
𝚖𝞸ⲅt໐,morto,1,0.91857857,0,false_negative
iscritti,uscito,0,0.93013257,1,false_positive
funzionalità,sottolineare,0,0.9344894,1,false_positive
po𝘀𝘁𝖾𝔯˛𝞼rⅰ,posteriori,1,0.9144685,0,false_negative
a𝞹t⍳co,antico,1,0.9238875,0,false_negative
maestro,dritta,0,0.9254728,1,false_positive
pℴ𝗿𝘵a𝙄e,portale,1,0.9095192,0,false_negative
ѵicӏni,vicini,1,0.9190961,0,false_negative
immediatamente,insegnato,0,0.9280815,1,false_positive
ѕ𝞂ẝ𝙛ͺ𝙩tᴑ,soffitto,1,0.9239818,0,false_negative
𝐈𝖺ⲥᴦ𝞲ⅿｅ,lacrime,1,0.87006533,0,false_negative
ք𝒊no,fino,1,0.88220215,0,false_negative
affrettò,illustrato,0,0.9361758,1,false_positive
ɑ𝚰𝕥𝕖𝗋𝛑𝜶𝘁𝗶𝝼𝓮,alternative,1,0.89908504,0,false_negative
sulle,uscendo,0,0.92918605,1,false_positive
𝛪℮z𝞲૦𝓃℮,lezione,1,0.8891061,0,false_negative
Ꭵ𝚗t𝙚𝚛⋁ｅ𝓃u𝘁𝑎,intervenuta,1,0.9153313,0,false_negative
ⵏ𝒂𝚜𝗰iaᴛ𝔞,lasciata,1,0.91649675,0,false_negative
Ꮟ𝛂𝖉⍺ᴦ℮,badare,1,0.85923547,0,false_negative
𝑆𝚊𝚛𝐝𝔢ɡ𝗻𝑎,Sardegna,1,0.9120942,0,false_negative
⍺m𝞪va,amava,1,0.91386205,0,false_negative
gas,geni,0,0.9268565,1,false_positive
𝗜𝔢𝐠˛𝓽t𝗶𝔪aⅿ𝘦𝝕τe,legittimamente,1,0.9167061,0,false_negative
trattenne,legittimamente,0,0.93242556,1,false_positive
pen,spinse,0,0.9302857,1,false_positive
interrogativo,risveglio,0,0.9396098,1,false_positive
competitività,combattere,0,0.93370485,1,false_positive
definitivamente,nettamente,0,0.931713,1,false_positive
𝜚𝒶𝓈𝒔𝑜,passo,1,0.9124433,0,false_negative
volgare,vantaggi,0,0.9336744,1,false_positive
d𝝾𝜤𝞼,dolo,1,0.90161014,0,false_negative
𝓂𝞂ⅾ𝗲ⅠΙ𝐢,modelli,1,0.92156994,0,false_negative
𝒸੦𝒔𝕥r𝘂𝙯ɩ𝕠ϖ𝑒,costruzione,1,0.92387164,0,false_negative
⍳пטe𝕤𝞽ιto,investito,1,0.8983425,0,false_negative
neⅿӏcಂ,nemico,1,0.9219222,0,false_negative
סtһℯr,other,1,0.9154151,0,false_negative
posizioni,prescrizione,0,0.92790097,1,false_positive
𝕔o𝓘𝕴𝑒𝙩tiⅴ𝓸,collettivo,1,0.9240105,0,false_negative
𝝕𝔬τ𝕒tօ,notato,1,0.9106251,0,false_negative
𝘴u𝕀І᾿,sull',1,0.9090805,0,false_negative
𝙥𝕖𝘐ι,peli,1,0.87354696,0,false_negative
𝓬Ꮒ⍳ama𝞹ο,chiamano,1,0.9134157,0,false_negative
𝗱𝗈𝑛п𝕒,donna,1,0.9010613,0,false_negative
progressi,passavano,0,0.93565524,1,false_positive
motore,malato,0,0.9293794,1,false_positive
𝒸σπ𝗻ⅇｓ𝖘i०ϖ𝖾,connessione,1,0.91346127,0,false_negative
materno,cucchiaio,0,0.92439306,1,false_positive
𝝿цℐlo,nullo,1,0.89038306,0,false_negative
rifiutato,feriti,0,0.9241704,1,false_positive
e𝙸𝐞𝟉c𝘰,elenco,1,0.9163594,0,false_negative
ᶃa𝒓аո𝔃⍳е,garanzie,1,0.92313,0,false_negative
bicchieri,raccolti,0,0.9285615,1,false_positive
privilegio,miglioramento,0,0.92925096,1,false_positive
meglio,metallo,0,0.9352257,1,false_positive
𝒆n𝛕ⲅα𝛕a,entrata,1,0.9227131,0,false_negative
𝔲ѕc𝗶𝚛𝛔nο,uscirono,1,0.8893972,0,false_negative
ռ𝖆𝓇ӏᴄ𝕚,narici,1,0.9158088,0,false_negative
facilità,narici,0,0.9263428,1,false_positive
maschi,sistemi,0,0.9284134,1,false_positive
ߊegato,legato,1,0.8984065,0,false_negative
prescrive,riprese,0,0.9398628,1,false_positive
ցɩం𝙘a,gioca,1,0.9184752,0,false_negative
