fraudulent_name,real_name,label,max_similarity,predicted_label,error_type
struggles,speaks,0,0.94068325,1,false_positive
քi𝚏𝞽𝙝,fifth,1,0.8964788,0,false_negative
coconut,run,0,0.9223048,1,false_positive
vv𝔦𝖨𝟏𝔦𝝕ℊ,willing,1,0.9187599,0,false_negative
ɪllu𝒔т𝐫aᴛe,illustrate,1,0.9203589,0,false_negative
until,classroom,0,0.9280791,1,false_positive
𝞸i𝑰s,oils,1,0.9140415,0,false_negative
𝗐𝜎r𝓴𝐬,works,1,0.9079728,0,false_negative
lazy,vary,0,0.9291717,1,false_positive
𝕒𝔰s𝗈𝒸ıa𝕥ｅԁ,associated,1,0.8906606,0,false_negative
ſɩⲒtеr,filter,1,0.9140114,0,false_negative
քr℮𝗲d,freed,1,0.91192603,0,false_negative
𝖿ｅe𝟏,feel,1,0.9052449,0,false_negative
𝔰𝔠ℎ૦𝔬𝕀,school,1,0.89895207,0,false_negative
ƽߊ𝙞𝐝𝙚𝙨,slides,1,0.911371,0,false_negative
tendencies,slides,0,0.9258171,1,false_positive
urged,profound,0,0.9337464,1,false_positive
protests,industrial,0,0.92344576,1,false_positive
historical,detector,0,0.9249826,1,false_positive
rn𝛊𝙡𝑰𝗂oո,million,1,0.8860691,0,false_negative
ք𝒐ᴦ℮𝚤𝖌𝘯,foreign,1,0.89332724,0,false_negative
cⲟ𝗿𝜌𝚞𝕤,corpus,1,0.918685,0,false_negative
amber,certification,0,0.92116076,1,false_positive
stand,clinic,0,0.9204675,1,false_positive
program,hearts,0,0.9223969,1,false_positive
formerly,public,0,0.9271298,1,false_positive
𝚛𝛐m𝒂𝝕𝓉𝓲𝒄,romantic,1,0.9121023,0,false_negative
𝓂𝗎ןticult𝔲ra𝘐,multicultural,1,0.9088692,0,false_negative
resume,suits,0,0.9227853,1,false_positive
v𝓮g𝙚𝓽𝒶𝚋𝛪e,vegetable,1,0.9179744,0,false_negative
pⵏayer,player,1,0.9104673,0,false_negative
gɩ𝓻𝗜s,girls,1,0.90741503,0,false_negative
mobility,melting,0,0.93145144,1,false_positive
levels,heavily,0,0.92596895,1,false_positive
fractͺon,fraction,1,0.91559875,0,false_negative
consent,Czech,0,0.9234264,1,false_positive
𝗌𝜌𝒶𝑡𝝸a𝟭,spatial,1,0.89906347,0,false_negative
objective,segment,0,0.9254098,1,false_positive
𝙳e𝒄𝒆mb𝖾r,December,1,0.89323545,0,false_negative
𝕣𝜶𝑡,rat,1,0.920048,0,false_negative
adults,ruins,0,0.9269099,1,false_positive
𝘁wσ,two,1,0.90378094,0,false_negative
ϲɑres,cares,1,0.905838,0,false_negative
samples,I,0,0.92998105,1,false_positive
finds,food,0,0.93723744,1,false_positive
κ𝓮үᏏ๐a𝚛ԁ,keyboard,1,0.89509404,0,false_negative
begging,eggs,0,0.92809224,1,false_positive
suggests,practices,0,0.9496132,1,false_positive
advisor,advised,0,0.9219344,1,false_positive
𝑉ietn𝛂mes𝖾,Vietnamese,1,0.9130968,0,false_negative
p૦𝐫𝑡𝕣ai𝜏,portrait,1,0.9091625,0,false_negative
һ𝙚𝒶𝒕,heat,1,0.9004611,0,false_negative
ɡ𝚘o𝘥b𝜸e,goodbye,1,0.90969795,0,false_negative
ℑ𝒆t𝕤,lets,1,0.8800749,0,false_negative
ſ𝔢n𝓬𝓮,fence,1,0.8764857,0,false_negative
סrg𝞪𝜋i𝙨a𝝉i੦𝔫𝓈,organisations,1,0.91810334,0,false_negative
𝜛oboԁ𝕪,nobody,1,0.9121431,0,false_negative
cough,skilled,0,0.9247415,1,false_positive
box,export,0,0.9206134,1,false_positive
𝜏e𝒙𝞽𝙨,texts,1,0.9139774,0,false_negative
confused,host,0,0.9310287,1,false_positive
vegeτa𝓫les,vegetables,1,0.91897887,0,false_negative
contrasting,distinctions,0,0.93775207,1,false_positive
specialized,fierce,0,0.93784696,1,false_positive
𝚏𝝸les,files,1,0.88740134,0,false_negative
ϱaⲅents,parents,1,0.9101372,0,false_negative
ϲ𝖗𝚎𝞪𝛕𝓸𝖗,creator,1,0.90559405,0,false_negative
𝐬te𝑎𝐼𝒾n𝙜,stealing,1,0.9182173,0,false_negative
ꜱтo𝒓еⅆ,stored,1,0.91673154,0,false_negative
𝖯eru,Peru,1,0.89006644,0,false_negative
𝙗𝜶𝖓kᎥ𝑛𝙜,banking,1,0.9179324,0,false_negative
𝕔𝗵ⅇ𝖾𝗋𝖿𝖚𝕴,cheerful,1,0.8254604,0,false_negative
candle,theater,0,0.93090516,1,false_positive
produces,distances,0,0.9241479,1,false_positive
nutrient,tags,0,0.9345595,1,false_positive
𝞶ιο∣𝜶𝛕𝚤౦𝕟𝙨,violations,1,0.91823506,0,false_negative
simplest,varies,0,0.9274622,1,false_positive
confirmation,tourism,0,0.92210376,1,false_positive
corresponds,signing,0,0.9288542,1,false_positive
ᴡⅰⅾeｓ𝞺𝓇eα𝑑,widespread,1,0.9154439,0,false_negative
⍴s℮udo,pseudo,1,0.9195639,0,false_negative
ԁis𝔱і𝗇ｃti𝐨ϖ,distinction,1,0.9140092,0,false_negative
ɯⅈｓｈ℮𝖉,wished,1,0.89426154,0,false_negative
०pt𝒾𝒄𝛼𝙸,optical,1,0.85935336,0,false_negative
𝓰𝓻𝘢𝞎Ꮒ𝔦с𝕤,graphics,1,0.91409826,0,false_negative
һ𝖾𝐚𝖉s,heads,1,0.90372837,0,false_negative
heather,house,0,0.9215044,1,false_positive
ℼｅɑ𝖗𝒃𝝲,nearby,1,0.8996874,0,false_negative
ϲ𝟭𝑖e𝔫t,client,1,0.91855395,0,false_negative
mеd𝜄atιon,mediation,1,0.9160566,0,false_negative
other,collections,0,0.9243569,1,false_positive
⋁a𝘳i𝖾𝙩𝙮,variety,1,0.90812504,0,false_negative
ⅼ𝚊n𝐝i𝝿𝑔,landing,1,0.91862684,0,false_negative
travels,books,0,0.92943335,1,false_positive
labor,website,0,0.92868006,1,false_positive
ʍ𝚊rb𝗹e,marble,1,0.9202641,0,false_negative
knowing,executed,0,0.9224325,1,false_positive
𝕴𝒶𝞀t𝒐𝛠,laptop,1,0.89603853,0,false_negative
𝖆𝟙ℑσ𝑦𝔰,alloys,1,0.9139602,0,false_negative
fl𝖾ᕽib𝟭e,flexible,1,0.91658604,0,false_negative
book,beauty,0,0.9263254,1,false_positive
𝔠oϖv𝔢𝓻sa𝒕𝜄on,conversation,1,0.9092429,0,false_negative
𝙛ɪ𝟭𝚎ԁ,filed,1,0.9111614,0,false_negative
𝒕Ꮒ𝞪ℼ𝜿𝖿𝓊𝟣,thankful,1,0.88908106,0,false_negative
eℑⅇсt𝙧𝜊n𝖎c,electronic,1,0.8889288,0,false_negative
dissolved,begun,0,0.93258506,1,false_positive
overview,specimen,0,0.92863464,1,false_positive
c𝞸rnʍս𝜛ic𝚊tⅰng,communicating,1,0.91924447,0,false_negative
ƍo𝝕𝝿𝛂,gonna,1,0.9151689,0,false_negative
your𝓼e𝗜f,yourself,1,0.9109279,0,false_negative
si𝕴ent,silent,1,0.89516914,0,false_negative
winter,arrow,0,0.9315046,1,false_positive
քɪ𝑛˛τ𝐞,finite,1,0.9145608,0,false_negative
u𝝅𝚒𝘰𝚗ƽ,unions,1,0.89508754,0,false_negative
sure,subtle,0,0.9516397,1,false_positive
clarity,city,0,0.9265412,1,false_positive
Christmas,death,0,0.92249656,1,false_positive
heated,lesson,0,0.93373686,1,false_positive
stories,formerly,0,0.9403819,1,false_positive
𝒓ᴑ𝒸ĸỿ,rocky,1,0.9098503,0,false_negative
v𝘦հ𝚤c𝕴𝔢,vehicle,1,0.8762628,0,false_negative
blamed,floating,0,0.93093216,1,false_positive
social,strained,0,0.93048507,1,false_positive
pe𝙖𝒸ef𝔲𝙸,peaceful,1,0.8750986,0,false_negative
statement,brethren,0,0.9305416,1,false_positive
treatment,performers,0,0.94094276,1,false_positive
𝛔bser𝓋e,observe,1,0.8845936,0,false_negative
stand,dough,0,0.9387799,1,false_positive
𝚐aѕ,gas,1,0.89230305,0,false_negative
𝑝𝖆c𝜿,pack,1,0.91176677,0,false_negative
throws,hierarchical,0,0.924407,1,false_positive
𝙢a𝔫𝑢f𝒶c𝑡𝜐rе𝗿,manufacturer,1,0.9100515,0,false_negative
filtering,humility,0,0.9320602,1,false_positive
ⲅⅰ𝖽𝘪n𝕘,riding,1,0.9193929,0,false_negative
shelter,degrees,0,0.9309759,1,false_positive
seeming,settling,0,0.92416906,1,false_positive
collected,marked,0,0.9259455,1,false_positive
∣а𝓷𝘨𝒖α𝗀е𝒔,languages,1,0.91725737,0,false_negative
deployment,laser,0,0.92631376,1,false_positive
exactly,expanded,0,0.92658126,1,false_positive
c𝝄ంperati𝙫𝕖,cooperative,1,0.90189195,0,false_negative
𝒔Ꭵ𝖙,sit,1,0.9091935,0,false_negative
𝘪𝞏𝔱ｅ𝘳vⅈ𝙚𝔴𝚜,interviews,1,0.9186115,0,false_negative
𝘪𝞏ք𝕖𝕔𝓽ⅰｏ𝛑𝓈,infections,1,0.91617775,0,false_negative
passed,finally,0,0.9220171,1,false_positive
ѕ𝒕𝘳ａ𝙣ℊ𝕖𝙧,stranger,1,0.91633356,0,false_negative
𝙗𝖨𝚞𝐫ⲅ𝔢𝖽,blurred,1,0.90675867,0,false_negative
preceded,depicted,0,0.9357213,1,false_positive
𝐜၀𝑚paniס𝑛,companion,1,0.91485566,0,false_negative
formula,pillow,0,0.94997025,1,false_positive
𝕟𝑒two𝚛ⲕing,networking,1,0.8928619,0,false_negative
aſforde𝖽,afforded,1,0.9101151,0,false_negative
choked,smoke,0,0.92201257,1,false_positive
𝕴𝜶bo𝔯𝙖𝝉օrі𝓮s,laboratories,1,0.8628033,0,false_negative
ᖯס೦𝚜𝕥,boost,1,0.89456236,0,false_negative
ⲣᴏтｅ𝜛𝑡i𝑎ℑ,potential,1,0.8978497,0,false_negative
ⅰ𝟉t𝚛o𝗱uc𝐞,introduce,1,0.91455024,0,false_negative
lis𝞃enerƽ,listeners,1,0.8795896,0,false_negative
⍴la𝘁𝖾a𝔲,plateau,1,0.8981974,0,false_negative
Ꮒow,how,1,0.91762066,0,false_negative
ℐ𝕖𝝉tι𝑛g,letting,1,0.8810805,0,false_negative
knife,Bible,0,0.93537396,1,false_positive
five,cruel,0,0.9224212,1,false_positive
section,extraction,0,0.9402001,1,false_positive
⍴𝓻ംⲥⅇ𝔰siпg,processing,1,0.91078436,0,false_negative
𝐛𝑒𝞘lｅ,belle,1,0.89894855,0,false_negative
signing,employer,0,0.9362923,1,false_positive
architectural,hydraulic,0,0.9348487,1,false_positive
𝖼і𝚛𝓬𝙪ǀ𝘢𝓽i๐𝞏,circulation,1,0.9178507,0,false_negative
particularly,valuation,0,0.92091805,1,false_positive
𝚌a𝟣led,called,1,0.91465175,0,false_negative
𝕥αꜱⲕ,task,1,0.8748249,0,false_negative
𝐈℮athe𝖗,leather,1,0.89267516,0,false_negative
𝑓e𝖊𝟏i𝘯ɡ,feeling,1,0.9126723,0,false_negative
skilled,language,0,0.93634,1,false_positive
౦neseƖf,oneself,1,0.9142494,0,false_negative
kitchen,mobility,0,0.92210567,1,false_positive
known,sin,0,0.9315349,1,false_positive
persuasive,suppression,0,0.94538283,1,false_positive
ⲥ𝚒𝗋c𝓾i𝓉,circuit,1,0.9012499,0,false_negative
𝝉𝖾ггⲟ𝔯,terror,1,0.9164308,0,false_negative
г𝙚𝙢𝓪ined,remained,1,0.91567355,0,false_negative
widow,remained,0,0.92482316,1,false_positive
basement,groaned,0,0.92296684,1,false_positive
f๐c𝘶s,focus,1,0.8962667,0,false_negative
ϱu𝕣𝚌h𝙖ses,purchases,1,0.9082919,0,false_negative
migһ𝓉,might,1,0.9148804,0,false_negative
gains,excess,0,0.9206255,1,false_positive
𝕎𝐞dn𝑒sda𝘆,Wednesday,1,0.87897134,0,false_negative
𝓘𝗲𝞃𝐡al,lethal,1,0.8853877,0,false_negative
answer,undertake,0,0.9206746,1,false_positive
supplements,flour,0,0.93430954,1,false_positive
corn,scheme,0,0.94569576,1,false_positive
worked,property,0,0.9246656,1,false_positive
𝓹೦𝔯τ,port,1,0.91890466,0,false_negative
𝓹егӏ𝝾𝗱ͺⲥ,periodic,1,0.88771677,0,false_negative
℮𝛼r𝞘ier,earlier,1,0.9134281,0,false_negative
product,manipulation,0,0.92511505,1,false_positive
𝑤𝚊ו𝗜,wall,1,0.9111445,0,false_negative
turns,trust,0,0.9267196,1,false_positive
paint,travel,0,0.955146,1,false_positive
𝒕𝕖ｅπ𝘀,teens,1,0.91204643,0,false_negative
һ𝝊𝒎,hum,1,0.86520797,0,false_negative
𝖕𝖚𝗽𝕚𝓘𝓈,pupils,1,0.9112653,0,false_negative
society,someone,0,0.9319913,1,false_positive
𝖋ue𝟣,fuel,1,0.89310825,0,false_negative
𝒑๐𝗽𝘂𝕴𝖺rⅈ𝕥𝐲,popularity,1,0.90622866,0,false_negative
𝔀𝓮𝒃s𝛊𝞃𝓮𝐬,websites,1,0.91226625,0,false_negative
diabetic,followed,0,0.9264358,1,false_positive
explanation,contradictions,0,0.92344743,1,false_positive
𝚊𝔱ⅿⲟ𝑠p𝒉𝕖𝓇e,atmosphere,1,0.9172121,0,false_negative
sorting,Bangladesh,0,0.9330887,1,false_positive
education,streaming,0,0.9391483,1,false_positive
diagrams,deals,0,0.9352534,1,false_positive
experienced,warriors,0,0.9217008,1,false_positive
w𝝄nⅾerf𝒖𝟙,wonderful,1,0.90997255,0,false_negative
𝖨𝓲ք𝚎lဝ𝗇ᶃ,lifelong,1,0.85856724,0,false_negative
laptop,radio,0,0.9331225,1,false_positive
spiral,surgical,0,0.9326911,1,false_positive
𝕖𝗺𝔞𝞲𝐼,email,1,0.8979924,0,false_negative
optic,bat,0,0.92822164,1,false_positive
apartment,pneumonia,0,0.9270518,1,false_positive
n𝖎ռetу,ninety,1,0.9121125,0,false_negative
𝛖𝞽𝝸lι𝓏𝖊,utilize,1,0.91644615,0,false_negative
𝔪ａ𝖓𝗎𝕗ас𝗍υ𝘳𝖾r𝖘,manufacturers,1,0.91330343,0,false_negative
landscapes,composites,0,0.93186414,1,false_positive
grin,student,0,0.92844105,1,false_positive
relation,firing,0,0.92178786,1,false_positive
𝓻ⅇⅴ𝜾𝐞𝘸ѕ,reviews,1,0.8961158,0,false_negative
city,reviews,0,0.9210805,1,false_positive
quantitative,studies,0,0.92593324,1,false_positive
ẝ𝘶𝓷,fun,1,0.9103931,0,false_negative
nℯar𝓘y,nearly,1,0.91608435,0,false_negative
𝗐𝐚rⅇ𝗵௦u𝘀𝒆,warehouse,1,0.91863775,0,false_negative
counter,shots,0,0.9308948,1,false_positive
present,knife,0,0.92952794,1,false_positive
employment,tradition,0,0.9246312,1,false_positive
pregnant,serum,0,0.9382645,1,false_positive
stone,forensic,0,0.92943966,1,false_positive
sympathetic,writings,0,0.92896444,1,false_positive
𝑐𝓸𝚕𝘰ս𝐫℮𝑑,coloured,1,0.9097237,0,false_negative
a𝕴t𝗲𝘳na𝞃iveƽ,alternatives,1,0.9000934,0,false_negative
𝐚𝛑a𝙸,anal,1,0.9032833,0,false_negative
Ӏⅇar𝕟𝙚𝓻,learner,1,0.91383624,0,false_negative
𝕒ⅽc𝑜unt𝝰𝓫𝓘e,accountable,1,0.8999026,0,false_negative
ℐ𝘦𝖘𝒃ι𝕒𝝅,lesbian,1,0.8142723,0,false_negative
leader,lesbian,0,0.92278004,1,false_positive
𝗍𝖍ⅇr𝖒𝛂𝖨,thermal,1,0.91736096,0,false_negative
b𝔯Ꭵ𝓭e,bride,1,0.9157971,0,false_negative
corpse,horse,0,0.92518604,1,false_positive
Greece,eyed,0,0.92942023,1,false_positive
г𝗲𝙖𝖘੦𝞏ꜱ,reasons,1,0.9108605,0,false_negative
steering,assessing,0,0.92441964,1,false_positive
political,singing,0,0.9269755,1,false_positive
f𝕀o𝑜r,floor,1,0.91862047,0,false_negative
of𝒻𝑖ci𝓪𝗜ꜱ,officials,1,0.917055,0,false_negative
𝗰𝛖r˛ⲟ𝞄s,curious,1,0.91274965,0,false_negative
𝓫𝝊𝜾l𝙙,build,1,0.9198948,0,false_negative
side,build,0,0.9244826,1,false_positive
ⲕiτ𝞽y,kitty,1,0.9048976,0,false_negative
ａϱ𝜌l𝝸ϲα𝕥⍳೦𝚗𝓼,applications,1,0.910292,0,false_negative
objects,applications,0,0.9214821,1,false_positive
suggests,subjective,0,0.9372863,1,false_positive
logically,actually,0,0.9205336,1,false_positive
𝗯o𝛡e,bone,1,0.9070844,0,false_negative
һℹ𝓰𝕙,high,1,0.8784692,0,false_negative
shapes,hazard,0,0.93813837,1,false_positive
ϖ𝐞𝗀ｏ𝘁ℹ𝒂𝔱e,negotiate,1,0.9161761,0,false_negative
bibliography,linguistic,0,0.92361563,1,false_positive
ρᴑ𝑤ⅇr𝐟𝜐𝙡,powerful,1,0.9172789,0,false_negative
ꓒο𝞽t𝖾𝘥,dotted,1,0.9107583,0,false_negative
𝞹u𝗋ｓе𝓈,nurses,1,0.91296613,0,false_negative
𝒇𝓮𝖒𝖆𝘐ⅇꜱ,females,1,0.88288754,0,false_negative
𝒹aỿ𝘐iց𝗁𝛕,daylight,1,0.90161824,0,false_negative
modify,imply,0,0.9223134,1,false_positive
hemorrhage,enough,0,0.9251618,1,false_positive
ｃᴑߊƖ𝓮𝑎𝗀𝗎𝚎𝖘,colleagues,1,0.9142839,0,false_negative
suggests,events,0,0.93862534,1,false_positive
ιn𝙩𝘦𝘳ιm,interim,1,0.9099102,0,false_negative
basically,research,0,0.92523074,1,false_positive
𝕖xp𝓻℮ssio𝗻,expression,1,0.8985352,0,false_negative
sacrifices,infectious,0,0.93737674,1,false_positive
a𝗱⋁ɑℼ𝒄ｅ,advance,1,0.9189044,0,false_negative
𝘵𝔢πƽ℮,tense,1,0.92019355,0,false_negative
с๐೦p𝖾𝘳𝛼𝒕ℯ,cooperate,1,0.8879838,0,false_negative
c०ach𝕖s,coaches,1,0.90607136,0,false_negative
т𝓪ꓲｌ,tall,1,0.89534086,0,false_negative
𝔥٥s𝜌ιta𝐥,hospital,1,0.89046764,0,false_negative
𝕬𝗅𝙸𝑎h,Allah,1,0.9150457,0,false_negative
frequencies,outlet,0,0.92131245,1,false_positive
𝚝𝖊𝞹ᑯ℮𝝿cỿ,tendency,1,0.9201455,0,false_negative
աom𝒶𝕟,woman,1,0.9189362,0,false_negative
𝞶𝚘𝘐𝝉𝞪𝗀𝒆,voltage,1,0.91994476,0,false_negative
thereby,separately,0,0.9402337,1,false_positive
𝕣ം𝓾𝞹d𝘀,rounds,1,0.9176911,0,false_negative
net𝘄੦r𝗄s,networks,1,0.9200224,0,false_negative
𝔣𝖺ӏ𝓽һ,faith,1,0.91069084,0,false_negative
𝜌ⲅ𝓮di𝐜𝘁𝗶𝜊𝗻,prediction,1,0.9022913,0,false_negative
𝕓i𝕴𝚎,bile,1,0.9141276,0,false_negative
album,bile,0,0.9314009,1,false_positive
shoulder,pounds,0,0.92188483,1,false_positive
fiℑteri𝞹g,filtering,1,0.9046141,0,false_negative
shaft,comments,0,0.9271679,1,false_positive
𝞐𝜐𝒔т𝗿𝜾𝝰ᴨ,Austrian,1,0.9121297,0,false_negative
𝓼𝚝еri𝜤℮,sterile,1,0.91527253,0,false_negative
𝚞rn,um,1,0.8412204,0,false_negative
launch,charm,0,0.92194724,1,false_positive
ι𝞹𝐟І𝑎𝔱𝜄𝜎𝝿,inflation,1,0.90847087,0,false_negative
bⵏ𝜎੦ʍ,bloom,1,0.88439214,0,false_negative
p𝕦p𝗂𝕴,pupil,1,0.9179046,0,false_negative
ցσ𝖙հᎥ𝘤,gothic,1,0.8928419,0,false_negative
political,corrected,0,0.9343717,1,false_positive
tear,pizza,0,0.92936766,1,false_positive
museums,reactions,0,0.9255303,1,false_positive
ꓲ𝓮𝓈t,lest,1,0.9140707,0,false_negative
𝔴𝐞ℐ𝖈𝝈𝖒ⅰπց,welcoming,1,0.89742833,0,false_negative
expression,piano,0,0.9214639,1,false_positive
pℑ𝕒𝞹𝕖𝖙𝐬,planets,1,0.91424584,0,false_negative
u𝛑ı𝝂𝚎𝗋s𝔞𝛪,universal,1,0.89748394,0,false_negative
𝔡𝜾𝘀𝒕𝓻𝙞𝚋u𝙩𝜄ｏ𝙣,distribution,1,0.91393113,0,false_negative
types,employment,0,0.9277618,1,false_positive
քℑ𝓪sｈ,flash,1,0.90389925,0,false_negative
𝒕𝙝𝝸𝞏ϰ𝔦ᴨᶃ,thinking,1,0.9182328,0,false_negative
𝔐𝗲𝔁𝗶𝐜𝑎𝗇,Mexican,1,0.882227,0,false_negative
elimination,hurting,0,0.92350125,1,false_positive
𝞲𝖓һ𝛊𝐛ɩt,inhibit,1,0.91054255,0,false_negative
anatomy,winter,0,0.936077,1,false_positive
𝗺օ𝖙h𝑒ⲅ,mother,1,0.91893923,0,false_negative
pigs,fracture,0,0.9225416,1,false_positive
𝙽𝞲g𝘦𝚛ia,Nigeria,1,0.908692,0,false_negative
𝚏athⅇг𝓈,fathers,1,0.8989931,0,false_negative
readings,stands,0,0.9400142,1,false_positive
ꜱе𝛂s,seas,1,0.9107804,0,false_negative
𝖽𝜊𝘐Ⲓа𝕣,dollar,1,0.8849762,0,false_negative
tⲅ𝘢n𝑠𝛠𝚘r𝘁𝐞𝙙,transported,1,0.91739297,0,false_negative
flash,architectural,0,0.9313831,1,false_positive
flour,lawyer,0,0.9220751,1,false_positive
sponsored,alongside,0,0.9254894,1,false_positive
controls,methods,0,0.92792857,1,false_positive
𝓫𝞼𝘂ǀdℯ𝗿,boulder,1,0.9181838,0,false_negative
𝒃r𝘢𝜄ᴨ𝕤,brains,1,0.90117794,0,false_negative
alive,invite,0,0.9245968,1,false_positive
bat,greatest,0,0.9365325,1,false_positive
𝑝𝔞г𝗍𝞲ｃ𝙸𝗲,particle,1,0.89925086,0,false_negative
𝔫in𝜏h,ninth,1,0.91983044,0,false_negative
ｅ𝜄g𝘩t,eight,1,0.9009726,0,false_negative
participants,saints,0,0.9405625,1,false_positive
𝙥rⅇν𝖾𝝕t⍳ve,preventive,1,0.9087031,0,false_negative
ꜱ𝒖𝙗ѕ𝖊𝑡,subset,1,0.9175167,0,false_negative
sᴋı𝘱,skip,1,0.9139178,0,false_negative
tag,mat,0,0.9418819,1,false_positive
ᖯ𝗈𝑟𝔡ⅇᴦ,border,1,0.91922575,0,false_negative
green,border,0,0.9271161,1,false_positive
house,item,0,0.9287585,1,false_positive
supported,fist,0,0.9322752,1,false_positive
swords,conclusions,0,0.9219589,1,false_positive
covered,layer,0,0.9370493,1,false_positive
i𝜋𝛎℮𝚜𝝉𝒾ց𝒂𝚝𝓮,investigate,1,0.9173107,0,false_negative
𝕕𝑒ϱ𝛐𝘴𝔦t,deposit,1,0.8966373,0,false_negative
newborn,another,0,0.9334019,1,false_positive
tradition,speed,0,0.9303502,1,false_positive
compressed,equity,0,0.922896,1,false_positive
spots,fibre,0,0.9270392,1,false_positive
𝓝o𝓿𝔢m𝒷𝒆𝐫,November,1,0.8967633,0,false_negative
qualities,measurement,0,0.9278844,1,false_positive
𝘮𝒆𝐫𝙘Ꮒ𝛂nt,merchant,1,0.87663114,0,false_negative
behaviors,faint,0,0.9233846,1,false_positive
isolated,stage,0,0.93637204,1,false_positive
