fraudulent_name,real_name,label,max_similarity,predicted_label,error_type
gixxy,gixen,0,0.96514744,1,false_positive
89wx,99wed,0,0.9527898,1,false_positive
eastcaymxpress,eastbayexpress,1,0.93737054,0,false_negative
ebrandz,eboard,0,0.9447936,1,false_positive
youtube-mp3,youtube2mp3,0,0.97402596,1,false_positive
nisell6,insella,1,0.9358158,0,false_negative
candyreader,chicagoreader,0,0.94398654,1,false_positive
abyann24,bayan24,1,0.9375782,0,false_negative
indüstřȑybuyĩng,industrybuying,1,0.91608924,0,false_negative
uit_kk,uit,1,0.9301752,0,false_negative
ŏxotuƀeu,oxotube,1,0.9312809,0,false_negative
linta_blm,liftable,1,0.90538216,0,false_negative
90kxw,rjzxw,0,0.9412068,1,false_positive
flb,dlb,1,0.8917864,0,false_negative
direstpextbookv,directtextbook,1,0.9375633,0,false_negative
ugtkxd,ugto,1,0.92578036,0,false_negative
sitesrevr,siteserver,1,0.9119078,0,false_negative
dřȑopčaɱ,dropcam,1,0.9343077,0,false_negative
hispantv,istpositiv,0,0.9419405,1,false_positive
plius,potins,0,0.940202,1,false_positive
prva,narvar,0,0.96352756,1,false_positive
oru,ouw,0,0.9521631,1,false_positive
_ԛocd,socd,1,0.9281032,0,false_negative
sñha,soha,1,0.9328294,0,false_negative
mļb,mlb,1,0.9299896,0,false_negative
ocar,oglaf,0,0.9531331,1,false_positive
kau-nb,iau-tnb,1,0.9308549,0,false_negative
dalfak,dle-faq,0,0.95104396,1,false_positive
pheootec,thenote,1,0.90455854,0,false_negative
putlocker-hd,putlockerr,0,0.9821474,1,false_positive
ge7_paidb,getpaid,1,0.9265073,0,false_negative
lamag,lamega,0,0.95593923,1,false_positive
oamer-motsh,gamer-mods,1,0.9238802,0,false_negative
23yy,23c,0,0.9522035,1,false_positive
blogsport,blog-narod,0,0.94510585,1,false_positive
×-koi,x-kom,1,0.92551935,0,false_negative
ivi,ivo,0,0.94510555,1,false_positive
yourtimeeattersk,yourtimematters,1,0.9305291,0,false_negative
petěđµcation,peteducation,1,0.9383514,0,false_negative
vom,womo,0,0.94542336,1,false_positive
koozert-ab,konzerta,1,0.93454635,0,false_negative
urseedorge,curseforge,1,0.9363513,0,false_negative
revesstaz,nevesta,1,0.93830943,0,false_negative
28car,28hse,0,0.96029764,1,false_positive
gurujobalert,egovtjobalert,0,0.96041036,1,false_positive
lamega,manepa,0,0.94419366,1,false_positive
dk,doky,0,0.9626766,1,false_positive
pscb,pscufs,0,0.9450713,1,false_positive
diẏgniuŝ,diygenius,1,0.9362984,0,false_negative
cavndt,carenet,1,0.8689529,0,false_negative
zņrc,zjrc,1,0.932568,0,false_negative
ftĉhar,btcha,1,0.93490887,0,false_negative
qocdj,socd,1,0.9185051,0,false_negative
-akl,mik,1,0.9017507,0,false_negative
foujds,found,1,0.9211631,0,false_negative
ɍe-stovu,re-store,1,0.932613,0,false_negative
lamag,qama,0,0.9439749,1,false_positive
filmdxdy,filmehd,1,0.93373233,0,false_negative
tïmberłandonline,timberlandonline,1,0.9325816,0,false_negative
toþjobşj,topjobs,1,0.9367164,0,false_negative
stream,xstream,1,0.91749406,0,false_negative
eƀid,ebi,1,0.93470347,0,false_negative
saleƒimęs,salefiles,1,0.9239141,0,false_negative
sľhoescrice,shoescribe,1,0.93505275,0,false_negative
dles1gnspiretion,designspiration,1,0.9343478,0,false_negative
ċcɱ,ccm,1,0.9300826,0,false_negative
flkgitmápper,flightmapper,1,0.912343,0,false_negative
curse,csrcsc,0,0.9426398,1,false_positive
ĵcuq,jcu,1,0.93078005,0,false_negative
megafilmeshd20,superfilmeshd,0,0.9588282,1,false_positive
air-guun,air-gun,1,0.89461946,0,false_negative
ęrrb,mmb,1,0.917573,0,false_negative
palungjit,palingbisa,0,0.9700177,1,false_positive
gsp,asqgrp,0,0.94492733,1,false_positive
menlmoikh,menlook,1,0.922331,0,false_negative
brdʂme,birdsee,1,0.93053675,0,false_negative
cvgame,vtcgame,0,0.958784,1,false_positive
ciir,cimri,0,0.9650033,1,false_positive
ēcoledıŗecte,ecoledirecte,1,0.92633915,0,false_negative
vi,vit,0,0.974115,1,false_positive
bemnspoȓts,beinsports,1,0.93184865,0,false_negative
newscientitl,newscientist,1,0.9330271,0,false_negative
appğetx,appget,1,0.9380173,0,false_negative
ĵoħn,john,1,0.8933329,0,false_negative
j-94q,j-14,1,0.9371277,0,false_negative
ojõkov,ojooo,1,0.913622,0,false_negative
6o-yin_,bo-yi,1,0.9364283,0,false_negative
șģs,sgs,1,0.8987994,0,false_negative
thĕnötė,thenote,1,0.93437916,0,false_negative
tc108,tk718,0,0.9441005,1,false_positive
lokos-oud,looksgud,1,0.9145651,0,false_negative
foruum,forum,1,0.9370048,0,false_negative
fiiliq,famili,1,0.9313202,0,false_negative
footbaĺl-ruʂsiai,football-russia,1,0.91103494,0,false_negative
howardcc,howafrica,0,0.94698024,1,false_positive
ėƋſenergy,edfenergy,1,0.9289263,0,false_negative
îpć,ips,1,0.8963199,0,false_negative
osflash,oclasrv,0,0.96126163,1,false_positive
ðetco,petco,1,0.92340463,0,false_negative
etřȑaih,etrain,1,0.9345096,0,false_negative
casamufdo,casamundo,1,0.935906,0,false_negative
bancobrąşiļ,bancobrasil,1,0.93717426,0,false_negative
oru,osu,1,0.9343127,0,false_negative
wpree,spree,1,0.93584776,0,false_negative
aiyoupin,aliyun-inc,0,0.9392623,1,false_positive
dospara,topagrar,0,0.94230705,1,false_positive
hebtnv,hejun,1,0.9031137,0,false_negative
mnlinelogomakeer,onlinelogomaker,1,0.9283894,0,false_negative
chehang168,shishangqiyi,0,0.95042586,1,false_positive
ibirddsme,birdsee,1,0.9340693,0,false_negative
åśɋ,asq,1,0.9167799,0,false_negative
ca-centrest,clear-request,0,0.9421586,1,false_positive
2ongd,zong,1,0.92027897,0,false_negative
newobserṽeroñŀine,newobserveronline,1,0.93241715,0,false_negative
åfazo,avaro,1,0.92846775,0,false_negative
direcpsalesg,directsales,1,0.92623484,0,false_negative
maʈure-bŀŏgs,mature-blogs,1,0.9337859,0,false_negative
free-ſorţuŋe,free-fortune,1,0.93722,0,false_negative
yro,ivo,1,0.9356341,0,false_negative
iutopitsa,autopista,1,0.9311416,0,false_negative
nun,ns5n,1,0.918633,0,false_negative
tiakiv,itaka,1,0.93299735,0,false_negative
liķėni,likeni,1,0.93378943,0,false_negative
b5zz01,buzz01,1,0.936411,0,false_negative
wondurƀox,wonderbox,1,0.9322747,0,false_negative
shôescriƀe,shoescribe,1,0.93601525,0,false_negative
posťpŀańner,postplanner,1,0.93595254,0,false_negative
romer,qzoner,0,0.94792235,1,false_positive
ppyet,appget,1,0.92703354,0,false_negative
mfc,mfa,0,0.96133584,1,false_positive
ĵĉu,jcu,1,0.9241719,0,false_negative
medvov,edumoov,0,0.94886017,1,false_positive
ɱtƀrs,mtbr,1,0.9343687,0,false_negative
hdfilmcehennemi,hdfilmcenneti,0,0.9705602,1,false_positive
ruten,ruiwen,0,0.943438,1,false_positive
ulusalpost,uludagsozluk,0,0.9594611,1,false_positive
sɱml,smm,1,0.9381434,0,false_negative
haƀaradsn,khabarads,1,0.9360893,0,false_negative
ïhighgay,ihighway,1,0.9280492,0,false_negative
vidhos,vandvshop,0,0.94536644,1,false_positive
ferȓă,ferra,1,0.91835,0,false_negative
ccsh,bcs,1,0.8710096,0,false_negative
newtonsof4l,newtonsoft,1,0.93506193,0,false_negative
iuñloakeřȑ,iunlocker,1,0.9333253,0,false_negative
ļiķeđ,liked,1,0.93537414,0,false_negative
i_sltv,dishtv,1,0.91684645,0,false_negative
5qau,51a,1,0.92996186,0,false_negative
önilŉe-red,online-red,1,0.9216852,0,false_negative
×ÿẇ,xyw,1,0.9143161,0,false_negative
ɱetzyy,metz,1,0.9377505,0,false_negative
filmehd,hdfilmcehennemi,0,0.9540175,1,false_positive
ʂtyli5ty,stylist,1,0.93022615,0,false_negative
rjpostg,ripost,1,0.9369972,0,false_negative
heartmobile-y,hearstmobile,1,0.9052769,0,false_negative
shopmisścz,shopmissa,1,0.9379876,0,false_negative
asɋ,asq,1,0.862713,0,false_negative
miniwebtool,iwebtool,0,0.9658328,1,false_positive
always-review,notalwaysfriendly,0,0.9391451,1,false_positive
7xt,txt,1,0.9377762,0,false_negative
pern,dpam,1,0.9240704,0,false_negative
sihorte,shorte,1,0.9356459,0,false_negative
iiafuƌq,yafud,1,0.93692034,0,false_negative
dongyoungsang,dongfanghong,0,0.9450348,1,false_positive
topagrar,topera,0,0.9638394,1,false_positive
hoxforum,hardforum,0,0.94727844,1,false_positive
lkbwa,liba,1,0.92664844,0,false_negative
ki_nrwoot,kingroot,1,0.9366575,0,false_negative
inföʈoƥ,infotop,1,0.93260163,0,false_negative
heàrstmobileyr,hearstmobile,1,0.9109143,0,false_negative
ccsŷ,bcs,1,0.9106542,0,false_negative
ikakw,hikaku,1,0.92273325,0,false_negative
glavbommu,glavcom,1,0.93735254,0,false_negative
rmalitycab,realitica,1,0.9081307,0,false_negative
śeeđfinder,seedfinder,1,0.9386538,0,false_negative
lòađƒree,loadfree,1,0.9232613,0,false_negative
movu,love,1,0.89013076,0,false_negative
pmp,pmu,0,0.94428957,1,false_positive
safåribooķings,safaribookings,1,0.93319637,0,false_negative
triplem,scriptim,0,0.9402507,1,false_positive
hińdigeetɱala,hindigeetmala,1,0.93165505,0,false_negative
yonghui,yongzhou,0,0.96694326,1,false_positive
dùťiesĵob,dutiesjob,1,0.9338014,0,false_negative
dit-sseaɍch,bit-search,1,0.93166876,0,false_negative
nensep,genser,1,0.92204845,0,false_negative
đaɍshowa,darshow,1,0.9213802,0,false_negative
oxxo,o-xxx,0,0.957247,1,false_positive
cloudgate,oncloudtrker,0,0.9453709,1,false_positive
mywapblog,ipwatchdog,0,0.95533156,1,false_positive
kriscarr,krstarica,0,0.95857346,1,false_positive
ĉz67,c247,1,0.92086077,0,false_negative
campsclishg,campusdish,1,0.9287184,0,false_negative
ſreedge4en69,fremdgehen69,1,0.9219409,0,false_negative
bèinspõrts,beinsports,1,0.9347427,0,false_negative
chomikuj,congomikili,0,0.9583102,1,false_positive
editey,efile1,0,0.93890405,1,false_positive
yh8,yxx,1,0.9375409,0,false_negative
ðìngtgst,pingtest,1,0.90506375,0,false_negative
ns4w,shw,0,0.93951786,1,false_positive
ģ6xr,gbx,1,0.9253453,0,false_negative
akdwestern,midwestern,1,0.8743521,0,false_negative
looksout,looksgud,1,0.88530254,0,false_negative
ĭwct,iwc,1,0.91782403,0,false_negative
smm,sgammo,0,0.9425261,1,false_positive
uśasķ,usask,1,0.9236124,0,false_negative
atizjouj,taizhou,1,0.93687004,0,false_negative
asmart,asqgrp,0,0.94941556,1,false_positive
4ddswik,adswiki,1,0.92333454,0,false_negative
sttastrack,startrack,1,0.93209815,0,false_negative
house-díŗeċt,house-direct,1,0.9358366,0,false_negative
fn,fok,0,0.9453083,1,false_positive
wqxr,kqxs,0,0.9490395,1,false_positive
ine,hna,1,0.9366788,0,false_negative
ťṽ,9tv,1,0.9284875,0,false_negative
websaru,webstarts,0,0.9430528,1,false_positive
betterrebipe-5,betterrecipes,1,0.9279542,0,false_negative
microsoft,microsoft-news,0,0.9411024,1,false_positive
ŧimberlandonļinen,timberlandonline,1,0.9287213,0,false_negative
sabda,sscadda,0,0.94946665,1,false_positive
vops,tops,1,0.9104613,0,false_negative
birdsee,bondseo,0,0.9433112,1,false_positive
zoner,qzoner,0,0.9694556,1,false_positive
for6esimğ,forbesimg,1,0.9345983,0,false_negative
76qeer,56seer,1,0.9373871,0,false_negative
egom5lt,megomult,1,0.89574826,0,false_negative
ʂendoo,sendo,1,0.9020198,0,false_negative
isnpo2n,winporn,1,0.9348738,0,false_negative
brainĵets,brainjet,1,0.93662935,0,false_negative
ðɱĵ,pmj,1,0.9282584,0,false_negative
hjclass,hclips,0,0.94618905,1,false_positive
oċn,ok,1,0.9357507,0,false_negative
photohidoe,photohito,1,0.9350447,0,false_negative
lƀeiĵing,beijing,1,0.9357113,0,false_negative
telangana,telanganastateinfo,0,0.94685507,1,false_positive
songfacts,songsmp3,0,0.94732106,1,false_positive
amipren,animen,1,0.89494145,0,false_negative
sndaņce,sundance,1,0.9003433,0,false_negative
cnews,cnena,0,0.95359397,1,false_positive
gwaea,gowallet,0,0.94551396,1,false_positive
stan44,stan,1,0.9334727,0,false_negative
blogilates,bangyoulater,0,0.9399234,1,false_positive
bgoi1234,book1234,1,0.9324697,0,false_negative
ațv,atv,1,0.93272656,0,false_negative
ws1,wsgf,0,0.9476837,1,false_positive
kiſsrevieẅ,kidsreview,1,0.91709435,0,false_negative
azts,arts,1,0.90786093,0,false_negative
ŕilîo,brilio,1,0.91068923,0,false_negative
zarajkme,zarahome,1,0.9368203,0,false_negative
ťradkwnload,tradownload,1,0.9306054,0,false_negative
ãstrologyace,astrologyace,1,0.93482095,0,false_negative
iihf,iitg,0,0.94910467,1,false_positive
ẕainc,zaim,1,0.925156,0,false_negative
nafnuniverse,nanouniverse,1,0.93510664,0,false_negative
factseth,factset,1,0.93249345,0,false_negative
qyer,lyg1,0,0.9489291,1,false_positive
sokanu,sozai,0,0.94752544,1,false_positive
priňcipalpp,principal,1,0.9058464,0,false_negative
ƥuŗchat,purechat,1,0.91878843,0,false_negative
cõlorinĝ-pa6es-adults,coloring-pages-adults,1,0.9205376,0,false_negative
rei-and,remind,1,0.9374654,0,false_negative
oignetmail,magnetmail,1,0.9268851,0,false_negative
ildexxx,indexxx,1,0.9279308,0,false_negative
tou2istwr,tourister,1,0.9350207,0,false_negative
lokęq,olke,1,0.9333948,0,false_negative
rihabnews,mihanpezeshk,0,0.94514555,1,false_positive
khăbařȑads,khabarads,1,0.9256485,0,false_negative
dcteryz,eatery,1,0.92681515,0,false_negative
theɱaģicdreʂs,themagicdress,1,0.9331177,0,false_negative
geekissimo,geeksflame,0,0.93958366,1,false_positive
mboxg,ibox,1,0.9351406,0,false_negative
amu_ssics,4musics,1,0.91949743,0,false_negative
akipahotenx,akitashoten,1,0.9165352,0,false_negative
weilee,wevideo,0,0.9407383,1,false_positive
eg-akeysr,megakeys,1,0.9249131,0,false_negative
fovjf,found,1,0.90287614,0,false_negative
o-e,me,1,0.9060432,0,false_negative
awene,awebic,0,0.95033455,1,false_positive
vhemeioved,thememove,1,0.9294712,0,false_negative
ran,rin,1,0.92881435,0,false_negative
trapasters,tripmasters,1,0.9378991,0,false_negative
vk,ok,0,0.9447379,1,false_positive
cvssurvey,clearvoicesurveys,0,0.93967474,1,false_positive
ib-s,ips,1,0.92206717,0,false_negative
8_0sp,100sp,1,0.92513496,0,false_negative
accountimwweb,accountingweb,1,0.93348,0,false_negative
ĥõsťvn,hostvn,1,0.9386368,0,false_negative
tccļress,tbdress,1,0.9321503,0,false_negative
jmencwr,jiancw,1,0.9368907,0,false_negative
ígresour_ce,bigresource,1,0.93641496,0,false_negative
şeedoƒf,seedoff,1,0.9306754,0,false_negative
samsonmine,camsonline,1,0.9218446,0,false_negative
dvgups,divxup,0,0.95876884,1,false_positive
za02itgv,zap2it,1,0.9320241,0,false_negative
mastermngbkolo6y,masteringbiology,1,0.9258067,0,false_negative
gulſooƌd,gulfood,1,0.93402576,0,false_negative
internm,interno,1,0.92127156,0,false_negative
oẋotuƀe,oxotube,1,0.87574947,0,false_negative
chmp-s,chips,1,0.89387715,0,false_negative
glowbmw,glosbe,1,0.9216564,0,false_negative
6irlplayš,girlplays,1,0.9225675,0,false_negative
dospařȑac,dospara,1,0.8957543,0,false_negative
csşfloẅ,cssflow,1,0.9339363,0,false_negative
clicķboothŏ,clickbooth,1,0.9335784,0,false_negative
ărabnewsr,arabnews,1,0.93790585,0,false_negative
mmb,qmb,0,0.9529658,1,false_positive
higheexistenċeb,highexistence,1,0.9357359,0,false_negative
trîblıve,triblive,1,0.92883813,0,false_negative
ğloƀó,globo,1,0.9384861,0,false_negative
cþpetuan,appletuan,1,0.93116826,0,false_negative
ránkingŝhar_e,rankingshare,1,0.9243139,0,false_negative
15ƒmṿe,15five,1,0.9143474,0,false_negative
rsk,rsb,1,0.92638046,0,false_negative
tjsp,tspsc,0,0.9474747,1,false_positive
āb1R6,ab126,1,0.9163442,0,false_negative
learnnc,lekarna,0,0.9433705,1,false_positive
peviewsds,reviews,1,0.9085756,0,false_negative
ssaa,sscadda,0,0.96488947,1,false_positive
ʂenďo,sendo,1,0.9140266,0,false_negative
ďańoŋe,danone,1,0.92849725,0,false_negative
męlƀo5rnebd,melbournebd,1,0.9299638,0,false_negative
or0tpspaces,groupspaces,1,0.92889965,0,false_negative
ktp,cdp,1,0.9293585,0,false_negative
imÿ_s,imgs,1,0.916948,0,false_negative
ɱobįlehron,mobileiron,1,0.929396,0,false_negative
92kq,9862mm,0,0.951855,1,false_positive
berlio,berlin,1,0.9085132,0,false_negative
liveiñtērnet,liveinternet,1,0.9326842,0,false_negative
i-seƀn,i-web,1,0.9184629,0,false_negative
vtcgame,cvgame,0,0.958784,1,false_positive
ẁm114k,wm114,1,0.93736833,0,false_negative
ÿťune,ytune,1,0.928036,0,false_negative
dó51Ra,do512,1,0.9332929,0,false_negative
searchtempest,suggestedpost,0,0.959396,1,false_positive
centeŕƥaŕcs,centerparcs,1,0.9329333,0,false_negative
efile1,editey,0,0.93890405,1,false_positive
5hawh,shaw,1,0.93231016,0,false_negative
foșt,fost,1,0.93783647,0,false_negative
prva,avrvi,0,0.95686555,1,false_positive
rusff,xunfs,0,0.9513356,1,false_positive
mmamania,manganimax,0,0.9425727,1,false_positive
ċamsoďa,camsoda,1,0.9173353,0,false_negative
onliŉelogōmaker,onlinelogomaker,1,0.93662286,0,false_negative
menļooķc,menlook,1,0.92158055,0,false_negative
harijêe,harajee,1,0.93548083,0,false_negative
ćõachoũtlet,coachoutlet,1,0.9316441,0,false_negative
clrwindowsk,drwindows,1,0.9382698,0,false_negative
Ŵeyėś,weyes,1,0.9349494,0,false_negative
ħaoxiy0u,haoxiyou,1,0.933433,0,false_negative
utt_oclown,uptodown,1,0.9325422,0,false_negative
a6c,avcp,1,0.93394685,0,false_negative
ƌleákin,deakin,1,0.9323753,0,false_negative
uni-kiel,nicklee,0,0.9394781,1,false_positive
rrd,rbh,0,0.94954693,1,false_positive
ĵþõ,jpo,1,0.9044842,0,false_negative
seouul,seoul,1,0.93757296,0,false_negative
qata,qama,0,0.9478962,1,false_positive
wiňpoȓn,winporn,1,0.9255307,0,false_negative
tenangah,telangana,1,0.9324732,0,false_negative
nlyerea,flyertea,1,0.9070201,0,false_negative
ärdùino,arduino,1,0.9359899,0,false_negative
ɋirlpwoer,girlpower,1,0.92623657,0,false_negative
ẋhuoť,phuot,1,0.9374522,0,false_negative
mlkbiinsįde,mobiinside,1,0.914091,0,false_negative
milled,filmehd,0,0.9489841,1,false_positive
nicoblog,nicklee,0,0.94747007,1,false_positive
ɱyteƋatta,mytedata,1,0.9311383,0,false_negative
łiƀå,liba,1,0.9306365,0,false_negative
ķeťtõ,ketto,1,0.92090726,0,false_negative
ďllƀ,dlb,1,0.9148301,0,false_negative
npenģappse,opengapps,1,0.9339638,0,false_negative
cloudwate,cloudgate,1,0.90538067,0,false_negative
iőnŀine,ionline,1,0.9384099,0,false_negative
vk,3kk,0,0.9561384,1,false_positive
gogoblog,gofobo,0,0.94577074,1,false_positive
ăďesaz,adesa,1,0.93162453,0,false_negative
kiermo4,kiario4,1,0.93775517,0,false_negative
þṿpruy,pvpru,1,0.9373075,0,false_negative
ofc,onrc,0,0.9389649,1,false_positive
ddansò,denso,1,0.9363609,0,false_negative
gyazo,g8ozd,0,0.9614387,1,false_positive
1x,xxl,0,0.9542228,1,false_positive
wplist,splut,0,0.93919164,1,false_positive
nest-orli_fe,nest-online,1,0.9318818,0,false_negative
nana10,cinema10,0,0.94860214,1,false_positive
imoflip,imgflip,1,0.8735421,0,false_negative
best2û,bestru,1,0.9168667,0,false_negative
48i2888,4812888,1,0.9168408,0,false_negative
kfoorq,ifolor,1,0.9253783,0,false_negative
ķritawd,krita,1,0.9289514,0,false_negative
sľideservē,slideserve,1,0.8883058,0,false_negative
gųnea,gunma,1,0.9386676,0,false_negative
ktuu,btku,0,0.9399961,1,false_positive
čartoonnizet,cartoonize,1,0.93074465,0,false_negative
caŉberra,canberra,1,0.9247561,0,false_negative
rlimmingworľđ,slimmingworld,1,0.93657565,0,false_negative
bcu,bcee,0,0.94808537,1,false_positive
ẑéļlo,zello,1,0.9112022,0,false_negative
xw-orldv,p-world,1,0.9318663,0,false_negative
ƒőotẉay,footway,1,0.929209,0,false_negative
ẅebňodê,webnode,1,0.9213573,0,false_negative
cħioeseiņla,chineseinla,1,0.9182135,0,false_negative
forum,forumweb,0,0.9424405,1,false_positive
colwaŧe,colgate,1,0.92831564,0,false_negative
wirědrîvė,wiredrive,1,0.9385096,0,false_negative
mfc,cfmc,0,0.97281504,1,false_positive
ocks,oclasrv,0,0.9391208,1,false_positive
exʈraƀux,extrabux,1,0.93413746,0,false_negative
wlndstpgam,windstream,1,0.9349984,0,false_negative
eurainws,etrain,1,0.856483,0,false_negative
ĵofsmar_ket,jobsmarket,1,0.9019968,0,false_negative
ns4w,ns5n,0,0.9709518,1,false_positive
ns5cu,nsc,1,0.93319094,0,false_negative
aktewś,aitnews,1,0.93780553,0,false_negative
34housitness,24hourfitness,1,0.9284649,0,false_negative
